_id,Nº/ANO,FATO,FATO AGRUPADO,DATA DO FATO,HORA DO FATO,UF,MUNICÍPIO,CÓDIGO IBGE,BAIRRO
54,95/2026 - DP-PEDRO GOMES,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 (DEZOITO) ANOS, COM ELE PRATICANDO INFRACAO PENAL OU INDUZINDO-O A PRATICA-LA, PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZACAO CRIMINOSA, A PENA É AGRAVADA PARA QUEM EXERCE O COMANDO, INDIVIDUAL OU COLETIVO, DA ORGANIZAÇAO CRIMINOSA, AINDA QUE NAO PRATIQUE PESSOALMENTE ATOS DE EXECUÇAO, A PENA É AUMENTADA DE 1/6 (UM SEXTO) A 2/3 (DOIS TERÇOS), SE HA PARTICIPAÇAO DE CRIANÇA OU ADOLESCENTE","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, CORRUPCAO DE MENOR, FATOS TIPICOS, FATOS TIPICOS, FATOS TIPICOS, FATOS TIPICOS",20/03/2026,20:10:00,MS,PEDRO GOMES,5006408,CENTRO
55,520/2026 - 1DP-COXIM,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",20/03/2026,05:00:00,MS,RIO VERDE DE MATO GROSSO,5007406,""
56,2203/2026 - DEPAC-DDOS,HOMICIDIO QUALIFICADO COM EMPREGO DE ARMA DE FOGO DE USO RESTRITO OU PROIBIDO,"HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",16/03/2026,17:30:00,MS,DOURADOS,5003702,""
57,276/2026 - DP-NOVA ALVORADA,"HOMICIDIO SIMPLES, LESAO CORPORAL DOLOSA, OMISSAO DE SOCORRO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, LESAO CORPORAL DOLOSA, FATOS TIPICOS, FATOS TIPICOS",16/03/2026,03:00:00,MS,NOVA ALVORADA DO SUL,5006002,VILA ZULU
58,277/2026 - DP-NOVA ALVORADA,"HOMICIDIO SIMPLES, OMISSAO DE SOCORRO, PRATICAR LESAO CORPORAL CULPOSA NA DIREÇAO DE VEICULO AUTOMOTOR","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS, LESAO CORPORAL CULPOSA NO TRANSITO",16/03/2026,02:50:00,MS,NOVA ALVORADA DO SUL,5006002,VILA ZULU
59,2608/2026 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, FAVORECIMENTO PESSOAL, HOMICIDIO SIMPLES NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",16/03/2026,00:50:00,MS,CAMPO GRANDE,5002704,""
60,145/2026 - DP-DEODÁPOLIS,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE","FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",13/03/2026,20:00:00,MS,DEODÁPOLIS,5003454,CENTRO
61,2491/2026 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",13/03/2026,11:05:00,MS,CAMPO GRANDE,5002704,PORTAL DA LAGOA
62,1134/2026 - 1DP-CORUMBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",13/03/2026,01:30:00,MS,CORUMBÁ,5003207,MARIA LEITE
63,2485/2026 - DEPAC-CEPOL-CG,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",12/03/2026,22:00:00,MS,CAMPO GRANDE,5002704,ZONA RURAL AREA 2 - RU DO SEGREDO
64,648/2026 - 1DP-NAVIRAÍ,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS, HOMICIDIO QUALIFICADO COM EMPREGO DE ARMA DE FOGO DE USO RESTRITO OU PROIBIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",12/03/2026,12:00:00,MS,NAVIRAI,5005707,CENTRO SETOR 3
65,2429/2026 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",11/03/2026,02:55:00,MS,CAMPO GRANDE,5002704,GUANANDI
66,461/2026 - 1DP-COXIM,"HOMICIDIO SIMPLES, HOMICIDIO SIMPLES NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",09/03/2026,08:50:00,MS,COXIM,5003306,SENHOR DIVINO
67,82/2026 - DP-GUIA LOPES,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/03/2026,08:00:00,MS,GUIA LOPES DA LAGUNA,5004106,CENTRO
68,1246/2026 - DEPAC-TL,"DESAPARECIMENTO DE PESSOA, HOMICIDIO QUALIFICADO COM EMPREGO DE VENENO, FOGO, EXPLOSIVO, ASFIXIA, TORTURA OU OUTRO MEIO INSIDIOSO","FATOS ATIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO, PROJETO ACOLHIDA, FATOS TIPICOS",08/03/2026,19:40:00,MS,TRÊS LAGOAS,5008305,JUPIA
69,2337/2026 - DEPAC-CEPOL-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",08/03/2026,06:14:00,MS,CAMPO GRANDE,5002704,VILA PIRATININGA
70,77/2026 - DP-PARANHOS,"FEMINICIDIO, NAS CIRCUNSTANCIAS PREVISTAS NOS INCISOS III, IV E VIII DO § 2º DO  ART. 121 DESTE CODIGO","PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO",08/03/2026,01:00:00,MS,PARANHOS,5006358,""
71,123/2026 - DP-ITAQUIRAI,"HOMICIDIO SIMPLES, LESAO CORPORAL DOLOSA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, LESAO CORPORAL DOLOSA, FATOS TIPICOS",07/03/2026,06:00:00,MS,ITAQUIRAÍ,5004601,""
72,255/2026 - DP-ANASTACIO,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",06/03/2026,22:30:00,MS,ANASTÁCIO,5000708,""
73,145/2026 - DP-TERENOS,"HOMICIDIO SIMPLES, ROUBO MAJORADO PELA RESTRICAO DE LIBERDADE DA VITIMA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, ROUBO, FATOS TIPICOS",06/03/2026,06:00:00,MS,TERENOS,5008008,CENTRO
74,296/2026 - DP-RIO BRILHANTE,"HOMICIDIO SIMPLES, LESAO CORPORAL DE NATUREZA GRAVE SE RESULTAR PERIGO DE VIDA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, LESAO CORPORAL GRAVE, LESAO CORPORAL DOLOSA, FATOS TIPICOS",06/03/2026,02:01:00,MS,RIO BRILHANTE,5007208,PROGRESSO
75,569/2026 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",04/03/2026,23:00:00,MS,ELDORADO,5003751,CENTRO
76,537/2026 - 1DP-PONTA PORÃ,"HOMICIDIO QUALIFICADO, PARA ASSEGURAR A EXECUCAO, A OCULTACAO, A IMPUNIDADE OU VANTAGEM DE OUTRO CRIME, NA FORMA TENTADA, FEMINICIDIO, VIOLENCIA DOMESTICA E FAMILIAR, NA FORMA TENTADA, FEMINICIDIO, NA PRESENÇA FISICA OU VIRTUAL DE DESCENDENTE OU DE ASCENDENTE DA VITIMA","FATOS TIPICOS, VIOLENCIA DOMESTICA, FEMINICIDIO NA FORMA TENTADA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, FATOS TIPICOS, PROJETO ACOLHIDA",03/03/2026,17:34:00,MS,PONTA PORÃ,5006606,VILA RENO
77,2155/2026 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",02/03/2026,20:47:00,MS,CAMPO GRANDE,5002704,JARDIM NHANHA
78,2082/2026 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, NA FORMA TENTADA","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",01/03/2026,04:39:00,MS,CAMPO GRANDE,5002704,GUANANDI
79,223/2026 - DP-CAARAPO,HOMICIDIO QUALIFICADO COM EMPREGO DE ARMA DE FOGO DE USO RESTRITO OU PROIBIDO,"HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",01/03/2026,04:00:00,MS,CAARAPÓ,5002407,""
80,2073/2026 - DEPAC-CEPOL-CG,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",01/03/2026,00:10:00,MS,CAMPO GRANDE,5002704,JARDIM SAO CONRADO
81,167/2026 - DP-MUNDO NOVO,HOMICIDIO QUALIFICADO COM EMPREGO DE ARMA DE FOGO DE USO RESTRITO OU PROIBIDO,"HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",28/02/2026,17:00:00,MS,MUNDO NOVO,5005681,CENTRO
82,328/2026 - DP-COSTA RICA,HOMICIDIO QUALIFICADO POR MOTIVO FUTIL,"HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",28/02/2026,01:06:00,MS,COSTA RICA,5003256,CENTRO
83,902/2026 - DEPAC-TL,FEMINICIDIO,"CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",25/02/2026,02:27:00,MS,TRÊS LAGOAS,5008305,NOVO OESTE 2
84,38/2026 - DP-NOVO HORIZONTE,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",22/02/2026,21:08:00,MS,NOVO HORIZONTE DO SUL,5006259,""
85,33/2026 - DP-ARAL MOREIRA,"HOMICIDIO QUALIFICADO COM EMPREGO DE ARMA DE FOGO DE USO RESTRITO OU PROIBIDO, HOMICIDIO QUALIFICADO COM EMPREGO DE ARMA DE FOGO DE USO RESTRITO OU PROIBIDO, NA FORMA TENTADA","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS",22/02/2026,18:00:00,MS,ARAL MOREIRA,5001243,VILA SATELITE
86,461/2026 - 1DP-PONTA PORÃ,"LESAO CORPORAL DOLOSA, LESAO CORPORAL SEGUIDA DE MORTE","LESAO CORPORAL DOLOSA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, LESAO CORPORAL DOLOSA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",22/02/2026,13:35:00,MS,PONTA PORÃ,5006606,""
87,331/2026 - 1DP-COXIM,"QUANDO SE TRATAR DE CAO OU GATO, A PENA PARA AS CONDUTAS DESCRITAS NO CAPUT DESTE ARTIGO SERA DE RECLUSAO, DE 2 (DOIS) A 5 (CINCO) ANOS, MULTA E PROIBIÇÃO DA GUARDA, FEMINICIDIO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, FEMINICIDIO, PROJETO ACOLHIDA, FATOS TIPICOS",22/02/2026,04:30:00,MS,COXIM,5003306,SENHOR DIVINO
88,1831/2026 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, HOMICIDIO SIMPLES NA FORMA TENTADA","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO NA FORMA TENTADA, FATOS TIPICOS",22/02/2026,04:00:00,MS,CAMPO GRANDE,5002704,VILA MARLI
89,411/2026 - 3DP-CG,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",20/02/2026,13:30:00,MS,CAMPO GRANDE,5002704,JARDIM NOROESTE
90,1703/2026 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",19/02/2026,00:29:00,MS,CAMPO GRANDE,5002704,PARQUE DO LAGEADO
91,1445/2026 - DEPAC-DDOS,"HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS","FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",17/02/2026,09:00:00,MS,NOVA ANDRADINA,5006200,""
92,219/2026 - DP-RIO BRILHANTE,"HOMICIDIO SIMPLES, FAVORECIMENTO PESSOAL, FAVORECIMENTO REAL, QUANDO RESTAR A CRIMINOSO, FORA DOS CASOS DE CO-AUTORIA OU DE RECEPTAÇAO, AUXILIO DESTINADO A TORNAR SEGURO O PROVEITO DO CRIME","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, RECEPTAÇAO, FATOS TIPICOS",15/02/2026,20:45:00,MS,RIO BRILHANTE,5007208,VILA NOVA ESPERANCA
93,1491/2026 - DEPAC-CEPOL-CG,"HOMICIDIO SIMPLES, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",14/02/2026,00:15:00,MS,CAMPO GRANDE,5002704,CENTRO
94,81/2026 - DP-PORTO MURTINHO,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",13/02/2026,13:37:00,MS,PORTO MURTINHO,5006903,JOCKEY CLUBE
95,251/2026 - DP-CHAPADÃO,"VIAS DE FATO, LESAO CORPORAL SEGUIDA DE MORTE","VIAS DE FATO, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, LESAO CORPORAL DOLOSA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",13/02/2026,08:43:00,MS,CHAPADÃO DO SUL,5002951,ESPLANADA II
96,693/2026 - 1DP-CORUMBA,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS",13/02/2026,03:45:00,MS,CORUMBÁ,5003207,AEROPORTO
97,1177/2026 - DEPAC-DDOS,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",11/02/2026,00:15:00,MS,DOURADOS,5003702,ALDEIA JAGUAPIRU
98,381/2026 - 1DP-NAVIRAÍ,"HOMICIDIO SIMPLES, POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO",10/02/2026,00:50:00,MS,NAVIRAI,5005707,CENTRO SETOR 1
99,368/2026 - 1DP-PONTA PORÃ,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",09/02/2026,20:56:00,MS,PONTA PORÃ,5006606,JARDIM PANAMBI
100,47/2026 - DP-SANTA RITA PARDO,"POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",08/02/2026,13:30:00,MS,SANTA RITA DO PARDO,5007554,CENTRO
101,359/2026 - 1DP-PARANAIBA,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",07/02/2026,17:11:00,MS,PARANAÍBA,5006309,""
102,148/2026 - DP-CASSILÂNDIA,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",04/02/2026,04:00:00,MS,CASSILÂNDIA,5002902,CENTRO
103,1132/2026 - DEPAC-CEPOL-CG,LESAO CORPORAL SEGUIDA DE MORTE,"FATOS TIPICOS QUE RESULTAM EM MORTE, LESAO CORPORAL DOLOSA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS",03/02/2026,15:03:00,MS,CAMPO GRANDE,5002704,VILA SERRADINHO
104,159/2026 - DP-RIO BRILHANTE,HOMICIDIO SIMPLES,"FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA",02/02/2026,23:37:00,MS,RIO BRILHANTE,5007208,CENTRO
105,66/2026 - DP-ITAPORÃ,"HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO","HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE",01/02/2026,21:19:00,MS,ITAPORÃ,5004502,""
106,192/2026 - DP-SIDROLANDIA,"HOMICIDIO SIMPLES, PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO","FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, PORTE E POSSE DE ARMA DE FOGO",01/02/2026,18:52:00,MS,SIDROLÂNDIA,5007901,SITIOLANDIA
107,307/2026 - 1DP-NAVIRAÍ,"HOMICIDIO QUALIFICADO MEDIANTE PAGA OU PROMESSA DE RECOMPENSA, OU POR OUTRO MOTIVO TORPE, HOMICIDIO DOLOSO, SE O CRIME É PRATICADO EM CONCURSO DE DUAS OU MAIS PESSOAS","FATOS TIPICOS QUE RESULTAM EM MORTE, PROJETO ACOLHIDA, FATOS TIPICOS, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO, FATOS TIPICOS, PROJETO ACOLHIDA, CRIMES VIOLENTOS LETAIS INTENCIONAIS, HOMICIDIO DOLOSO",31/01/2026,20:00:00,MS,NAVIRAI,5005707,VILA NOVA
108,1004/2026 - DEPAC-CEPOL-CG,"HOMICIDIO QUALIFICADO POR MOTIVO FUTIL, HOMICIDIO QUALIFICADO PELA TRAICAO, DE EMBOSCADA, OU MEDIANTE DISSIMULACAO OU OUTRO RECURSO QUE DIFICULTE OU TORNE IMPOSSIVEL A DEFESA DO OFENDIDO, HOMICIDIO QUALIFICADO POR MOTIVO FUTIL NA FORMA TENTADA","HOMICIDIO DOLOSO, FATOS TIPICOS QUE RESULTAM EM MORTE, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, HOMICIDIO DOLOSO, CRIMES VIOLENTOS LETAIS INTENCIONAIS, PROJETO ACOLHIDA, FATOS TIPICOS, FATOS TIPICOS QUE RESULTAM EM MORTE, FATOS TIPICOS",30/01/2026,23:02:00,MS,CAMPO GRANDE,5002704,PARQUE DO LAGEADO
